(QUERY): 'WOMEN' '05'
Negative Neutral Positive
0.9116831421852112 0.08483283966779709 0.0034840211737900972 
0.7710371613502502 0.21969112753868103 0.009271727874875069 
0.36615779995918274 0.5506150126457214 0.08322719484567642 
0.1361953467130661 0.8320725560188293 0.03173207864165306 
0.7330969572067261 0.24763783812522888 0.01926521211862564 
0.185744509100914 0.7911139130592346 0.023141635581851006 
0.08973778039216995 0.5859368443489075 0.3243253231048584 
0.6249719262123108 0.35965394973754883 0.015374215319752693 
0.5089515447616577 0.4526940882205963 0.03835436701774597 
0.8991955518722534 0.09712529182434082 0.0036792042665183544 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.9087128043174744 0.08765435963869095 0.0036328809801489115 
0.8278297781944275 0.1594465970993042 0.012723658233880997 
0.7017787098884583 0.2819357216358185 0.016285525634884834 
0.013679775409400463 0.33149150013923645 0.6548287868499756 
0.05258848890662193 0.8961312770843506 0.05128030106425285 
0.594713568687439 0.3754156529903412 0.029870757833123207 
0.4054291844367981 0.5392547249794006 0.05531608313322067 
0.679593026638031 0.3080343008041382 0.01237266045063734 
0.46849021315574646 0.5054029822349548 0.0261068195104599 
0.00847229827195406 0.6155980229377747 0.3759296238422394 
0.9456670880317688 0.050558608025312424 0.003774234326556325 
0.3068341016769409 0.6296330094337463 0.06353297084569931 
0.16466818749904633 0.7953091859817505 0.04002268239855766 
0.07853807508945465 0.8766846656799316 0.04477725550532341 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.0009611427085474133 0.05605864152312279 0.9429802298545837 
0.360500305891037 0.5769556760787964 0.0625440776348114 
0.11270537227392197 0.6595720052719116 0.2277226597070694 
0.6801221966743469 0.30596724152565 0.013910535722970963 
0.8307786583900452 0.16358788311481476 0.005633465480059385 
0.013404767960309982 0.25257107615470886 0.734024167060852 
0.4046998620033264 0.5649715065956116 0.030328555032610893 
0.6795571446418762 0.293224036693573 0.0272187702357769 
0.8625078201293945 0.13119348883628845 0.0062986863777041435 
0.8952037692070007 0.1007927656173706 0.004003514070063829 
0.08327119797468185 0.8431168794631958 0.0736120268702507 
0.06796395033597946 0.5302571654319763 0.4017788767814636 
0.28848549723625183 0.6253042221069336 0.08621027320623398 
0.7501571774482727 0.24383385479450226 0.0060089705511927605 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.14438870549201965 0.8244128227233887 0.03119843453168869 
0.6646910905838013 0.3213399648666382 0.01396896317601204 
0.12196242809295654 0.8283714056015015 0.04966622218489647 
0.17177948355674744 0.7484819889068604 0.07973849028348923 
0.8703316450119019 0.12528951466083527 0.004378798417747021 
0.6978181600570679 0.29530879855155945 0.0068731303326785564 
0.5616871118545532 0.41809532046318054 0.020217573270201683 
0.6397930383682251 0.34302642941474915 0.017180565744638443 
0.08092094212770462 0.8562600016593933 0.06281904876232147 
0.17539475858211517 0.78775954246521 0.036845628172159195 
0.009860510006546974 0.5790849328041077 0.4110546112060547 
0.15591765940189362 0.7641690969467163 0.07991325855255127 
0.8697750568389893 0.1252293586730957 0.004995607305318117 
0.3267216384410858 0.6253859400749207 0.04789236932992935 
0.9245654344558716 0.07083994150161743 0.004594594240188599 
0.763468861579895 0.22568541765213013 0.01084569375962019 
0.0021062002051621675 0.05771386995911598 0.9401799440383911 
0.03956694155931473 0.6834230422973633 0.277010053396225 
0.5743046402931213 0.40423744916915894 0.02145792730152607 
0.45380765199661255 0.5184070467948914 0.02778538502752781 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.40901681780815125 0.5326926112174988 0.05829061195254326 
0.1213478371500969 0.7895872592926025 0.08906493335962296 
0.5732702612876892 0.4039051830768585 0.022824501618742943 
0.36615779995918274 0.5506150126457214 0.08322719484567642 
0.009790449403226376 0.5209407210350037 0.469268798828125 
0.011142665520310402 0.29904377460479736 0.6898135542869568 
0.6193757057189941 0.3632679879665375 0.01735628768801689 
0.003345464589074254 0.08624846488237381 0.9104060530662537 
0.11744210869073868 0.5828890204429626 0.29966890811920166 
0.01145146880298853 0.559234082698822 0.42931443452835083 
0.01145146880298853 0.559234082698822 0.42931443452835083 
0.011142665520310402 0.29904377460479736 0.6898135542869568 
0.02240748330950737 0.8504096865653992 0.12718282639980316 
0.5779463052749634 0.39054200053215027 0.03151173144578934 
0.522400438785553 0.4417583644390106 0.03584115579724312 
0.36615779995918274 0.5506150126457214 0.08322719484567642 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.5292841792106628 0.44764620065689087 0.023069631308317184 
0.09325209259986877 0.7267548441886902 0.17999306321144104 
0.008277577348053455 0.3284025192260742 0.6633198857307434 
0.11775188148021698 0.846723198890686 0.03552486002445221 
0.036543767899274826 0.9300509691238403 0.03340519219636917 
