(QUERY): 'MUSLIM' '10'
Negative Neutral Positive
0.22559195756912231 0.7175921201705933 0.05681595578789711 
0.44749242067337036 0.48726511001586914 0.06524249166250229 
0.15496090054512024 0.807461678981781 0.03757748007774353 
0.04708266630768776 0.9116995930671692 0.04121769219636917 
0.7201780080795288 0.2683541178703308 0.011467857286334038 
0.0547918863594532 0.8391276597976685 0.10608039796352386 
0.624228835105896 0.3541622757911682 0.021608887240290642 
0.6350885629653931 0.35395586490631104 0.010955611243844032 
0.023949753493070602 0.5876026153564453 0.388447642326355 
0.5621128678321838 0.4184058606624603 0.019481215626001358 
0.7057493329048157 0.2839062213897705 0.010344401933252811 
0.557175874710083 0.4181458055973053 0.02467830665409565 
0.1284782439470291 0.805871307849884 0.06565044820308685 
0.215348020195961 0.7510314583778381 0.03362056612968445 
0.049721766263246536 0.5614539980888367 0.3888242542743683 
0.17936313152313232 0.7810311317443848 0.03960568830370903 
0.37123316526412964 0.5517790913581848 0.07698769122362137 
0.1401534527540207 0.8065226078033447 0.05332396924495697 
0.021273953840136528 0.8856973648071289 0.09302862733602524 
0.24884940683841705 0.6899767518043518 0.06117388606071472 
0.06114216893911362 0.8878609538078308 0.050996869802474976 
0.19348667562007904 0.7638738751411438 0.04263942316174507 
0.8886839747428894 0.10614798963069916 0.005168084055185318 
0.01999048888683319 0.6276148557662964 0.35239464044570923 
0.013494598679244518 0.32111266255378723 0.6653927564620972 
0.14978265762329102 0.765295147895813 0.08492228388786316 
0.008587321266531944 0.4021965563297272 0.5892161130905151 
0.784659743309021 0.20065364241600037 0.014686607755720615 
0.03661873936653137 0.7866610884666443 0.17672014236450195 
0.4408239722251892 0.5264827609062195 0.03269331529736519 
0.045965950936079025 0.8261954188346863 0.1278386116027832 
0.8680282831192017 0.1282110959291458 0.003760561114177108 
0.6738782525062561 0.31401699781417847 0.012104703113436699 
0.7636606693267822 0.22262315452098846 0.01371608767658472 
0.21734680235385895 0.7259177565574646 0.056735556572675705 
0.7030837535858154 0.26869797706604004 0.02821831777691841 
0.0017430776497349143 0.09824894368648529 0.900007963180542 
0.28338590264320374 0.6284974813461304 0.08811662346124649 
0.2838863730430603 0.6872698664665222 0.028843726962804794 
0.6313413381576538 0.3474680185317993 0.021190650761127472 
0.7566699981689453 0.22893722355365753 0.014392776414752007 
0.0915297195315361 0.8144176602363586 0.09405262023210526 
0.7647534608840942 0.22439031302928925 0.01085617020726204 
0.6584305763244629 0.32630103826522827 0.015268377028405666 
0.8635947704315186 0.1304260492324829 0.005979184992611408 
0.27567484974861145 0.6319218873977661 0.09240330010652542 
0.40006574988365173 0.5656726360321045 0.03426162526011467 
0.23784004151821136 0.7102304100990295 0.05192955955862999 
0.08173050731420517 0.7399231791496277 0.17834626138210297 
0.029767068102955818 0.592668890953064 0.37756404280662537 
0.468790739774704 0.5126685500144958 0.01854066178202629 
0.5861536264419556 0.36828577518463135 0.04556066915392876 
0.314624160528183 0.6286211013793945 0.056754689663648605 
0.17258772253990173 0.7911079525947571 0.036304324865341187 
