(QUERY): 'MUSLIM' '12'
Negative Neutral Positive
0.35628780722618103 0.6120513677597046 0.031660888344049454 
0.15283115208148956 0.7736096978187561 0.07355917245149612 
0.15496090054512024 0.807461678981781 0.03757748007774353 
0.624228835105896 0.3541622757911682 0.021608887240290642 
0.7201780080795288 0.2683541178703308 0.011467857286334038 
0.0547918863594532 0.8391276597976685 0.10608039796352386 
0.5043088793754578 0.4255027770996094 0.07018835842609406 
0.06881040334701538 0.7795482277870178 0.15164132416248322 
0.557175874710083 0.4181458055973053 0.02467830665409565 
0.1284782439470291 0.805871307849884 0.06565044820308685 
0.7057493329048157 0.2839062213897705 0.010344401933252811 
0.010543120093643665 0.4042321741580963 0.5852246880531311 
0.049721766263246536 0.5614539980888367 0.3888242542743683 
0.17936313152313232 0.7810311317443848 0.03960568830370903 
0.3137880861759186 0.6567079424858093 0.029503928497433662 
0.11441849172115326 0.8501275181770325 0.03545399382710457 
0.5061100125312805 0.46503889560699463 0.028851140290498734 
0.11561916768550873 0.8021112680435181 0.08226948976516724 
0.021273953840136528 0.8856973648071289 0.09302862733602524 
0.37123316526412964 0.5517790913581848 0.07698769122362137 
0.020737815648317337 0.3851916491985321 0.594070553779602 
0.24884940683841705 0.6899767518043518 0.06117388606071472 
0.19348667562007904 0.7638738751411438 0.04263942316174507 
0.06114216893911362 0.8878609538078308 0.050996869802474976 
0.6618008017539978 0.28354695439338684 0.054652225226163864 
0.2984461784362793 0.6436388492584229 0.05791497230529785 
0.3975231349468231 0.5709615349769592 0.03151533007621765 
0.008587321266531944 0.4021965563297272 0.5892161130905151 
0.784659743309021 0.20065364241600037 0.014686607755720615 
0.03661873936653137 0.7866610884666443 0.17672014236450195 
0.4408239722251892 0.5264827609062195 0.03269331529736519 
0.3131636679172516 0.5301421880722046 0.15669411420822144 
0.7030837535858154 0.26869797706604004 0.02821831777691841 
0.7636606693267822 0.22262315452098846 0.01371608767658472 
0.21734680235385895 0.7259177565574646 0.056735556572675705 
0.6313413381576538 0.3474680185317993 0.021190650761127472 
0.2838863730430603 0.6872698664665222 0.028843726962804794 
0.14818619191646576 0.8282490372657776 0.023564748466014862 
0.5911838412284851 0.38469398021698 0.024122217670083046 
0.0915297195315361 0.8144176602363586 0.09405262023210526 
0.7945515513420105 0.19688302278518677 0.008565478958189487 
0.1608767956495285 0.8041824698448181 0.034940753132104874 
0.027382241562008858 0.7086119055747986 0.2640058696269989 
0.40006574988365173 0.5656726360321045 0.03426162526011467 
0.23784004151821136 0.7102304100990295 0.05192955955862999 
0.27567484974861145 0.6319218873977661 0.09240330010652542 
0.8751872777938843 0.117258720099926 0.0075540244579315186 
0.314624160528183 0.6286211013793945 0.056754689663648605 
0.1514735370874405 0.8022341728210449 0.046292271465063095 
0.23744787275791168 0.726860523223877 0.03569154813885689 
0.20644910633563995 0.6958065629005432 0.09774432331323624 
0.329828679561615 0.6460148692131042 0.02415652386844158 
0.04105476662516594 0.5747349858283997 0.3842102885246277 
0.17258772253990173 0.7911079525947571 0.036304324865341187 
0.0779242143034935 0.5806876420974731 0.34138819575309753 
0.03897956386208534 0.6868934631347656 0.27412694692611694 
0.11018997430801392 0.5563195943832397 0.33349043130874634 
0.15673722326755524 0.6260228753089905 0.2172398567199707 
0.5673174858093262 0.4050389528274536 0.02764357253909111 
0.11174260824918747 0.7089389562606812 0.17931850254535675 
0.7617684602737427 0.228975310921669 0.0092562111094594 
0.38629475235939026 0.5617271661758423 0.05197806656360626 
0.7066417932510376 0.2792736887931824 0.014084585011005402 
0.692015528678894 0.2965501844882965 0.011434273794293404 
0.3727213144302368 0.6022889614105225 0.02498966082930565 
0.02459821291267872 0.6374419331550598 0.3379598557949066 
0.9092294573783875 0.0866415724158287 0.004128993954509497 
0.35233914852142334 0.5946918725967407 0.052968934178352356 
0.1373889297246933 0.7795438170433044 0.08306728303432465 
0.439237505197525 0.5395827293395996 0.021179720759391785 
0.21124087274074554 0.45464369654655457 0.3341154456138611 
0.009690931998193264 0.3609072268009186 0.6294018030166626 
0.09286060184240341 0.7892345786094666 0.11790481209754944 
0.12768562138080597 0.8082230687141418 0.0640912875533104 
0.4693320691585541 0.49268272519111633 0.03798525035381317 
0.32864099740982056 0.6241428852081299 0.047216203063726425 
0.5790309906005859 0.394855797290802 0.02611323446035385 
0.6844916343688965 0.29099854826927185 0.024509809911251068 
0.4260726869106293 0.5000130534172058 0.07391426712274551 
0.7415451407432556 0.2495647668838501 0.008890160359442234 
0.4319108724594116 0.47736385464668274 0.09072531014680862 
0.007190003525465727 0.4444444477558136 0.548365592956543 
0.6496727466583252 0.3343438506126404 0.015983395278453827 
0.5739336013793945 0.4043281376361847 0.021738290786743164 
0.7075992226600647 0.27747270464897156 0.01492813229560852 
0.6974421739578247 0.2932625710964203 0.009295265190303326 
0.485307902097702 0.4538635313510895 0.06082863360643387 
0.2818228304386139 0.6942286491394043 0.02394850179553032 
0.6830714344978333 0.3055594265460968 0.011369106359779835 
0.4940180778503418 0.4846978783607483 0.021284043788909912 
0.0818917378783226 0.8455937504768372 0.07251447439193726 
0.017407087609171867 0.6377789378166199 0.3448139429092407 
0.12322957068681717 0.8307902812957764 0.04598011448979378 
0.11373936384916306 0.7825954556465149 0.10366511344909668 
0.009359280578792095 0.5442803502082825 0.44636034965515137 
0.5552927851676941 0.4136503338813782 0.03105694055557251 
0.7490731477737427 0.23875218629837036 0.012174664065241814 
0.16290365159511566 0.7762709856033325 0.060825299471616745 
0.0443960465490818 0.8323637843132019 0.12324011325836182 
0.20186005532741547 0.7419916391372681 0.05614830181002617 
0.3516325354576111 0.5872668027877808 0.06110072508454323 
0.7517153024673462 0.2345954179763794 0.013689314015209675 
0.9397789835929871 0.056585244834423065 0.0036357834469527006 
0.3278319835662842 0.6281183958053589 0.04404953494668007 
0.005307398270815611 0.21294833719730377 0.7817442417144775 
0.011571192182600498 0.3324042558670044 0.6560245752334595 
0.254015177488327 0.6980431079864502 0.047941699624061584 
0.048178303986787796 0.7428830862045288 0.2089386284351349 
0.02512669377028942 0.6348543167114258 0.34001898765563965 
0.03937796130776405 0.8245924115180969 0.13602973520755768 
0.1627296507358551 0.7010101079940796 0.13626018166542053 
0.030928492546081543 0.6691792607307434 0.29989227652549744 
0.10220856219530106 0.848352313041687 0.049439091235399246 
0.7119683623313904 0.2781709134578705 0.009860770776867867 
0.9068567156791687 0.08916366100311279 0.003979610279202461 
0.2174755036830902 0.7152324318885803 0.06729204952716827 
0.4143422842025757 0.560335636138916 0.025322074070572853 
0.06106683239340782 0.5617154240608215 0.3772176504135132 
0.8488134741783142 0.14437127113342285 0.006815238855779171 
0.8398883938789368 0.15128563344478607 0.008825981989502907 
0.08474435657262802 0.8123058676719666 0.10294977575540543 
0.8485099673271179 0.14450663328170776 0.006983367260545492 
0.5934140086174011 0.36758944392204285 0.038996532559394836 
0.6717349886894226 0.3021043539047241 0.026160618290305138 
0.027882639318704605 0.7210854291915894 0.2510319650173187 
0.00808718241751194 0.18409834802150726 0.8078144788742065 
0.3097599744796753 0.6472155451774597 0.04302447289228439 
0.7270862460136414 0.26384401321411133 0.009069741703569889 
0.04205174744129181 0.6657767295837402 0.292171448469162 
0.00863216258585453 0.24414144456386566 0.747226357460022 
0.10056005418300629 0.8194935321807861 0.07994642108678818 
0.008324469439685345 0.4366249442100525 0.5550506114959717 
0.7040480375289917 0.28756603598594666 0.008385971188545227 
0.769180178642273 0.21998734772205353 0.010832520201802254 
0.7443534731864929 0.2480790615081787 0.0075674899853765965 
0.02148381620645523 0.5211647152900696 0.4573514461517334 
0.02536233700811863 0.6247497200965881 0.3498879373073578 
0.14327417314052582 0.7854790687561035 0.07124672085046768 
0.2997073829174042 0.6508474946022034 0.04944513738155365 
0.0035359440371394157 0.026697363704442978 0.9697666764259338 
