(QUERY): 'WOMEN' '02'
Negative Neutral Positive
0.8616445064544678 0.1322759985923767 0.006079516839236021 
0.41671016812324524 0.5230912566184998 0.0601985827088356 
0.7042053937911987 0.2840988337993622 0.011695810593664646 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.009434978477656841 0.31751036643981934 0.6730546355247498 
0.3878185451030731 0.5155154466629028 0.09666601568460464 
0.8344122767448425 0.15821227431297302 0.0073754130862653255 
0.9241931438446045 0.07267057150602341 0.003136228071525693 
0.053432825952768326 0.4761844575405121 0.4703827500343323 
0.8475096225738525 0.1472846120595932 0.0052057234570384026 
0.062294188886880875 0.5997851490974426 0.3379207253456116 
0.0066551826894283295 0.2661309242248535 0.7272139191627502 
0.005647348240017891 0.582886278629303 0.4114663302898407 
0.5040518045425415 0.46393531560897827 0.03201286494731903 
0.057530540972948074 0.8738930821418762 0.06857635825872421 
0.6768998503684998 0.3119123876094818 0.011187736876308918 
0.374119371175766 0.5876830220222473 0.038197603076696396 
0.08725859969854355 0.8742925524711609 0.03844886273145676 
0.38391539454460144 0.5778002738952637 0.03828435763716698 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.056941185146570206 0.8624288439750671 0.08063003420829773 
0.6223506927490234 0.36279308795928955 0.014856221154332161 
0.052575740963220596 0.9203507900238037 0.027073491364717484 
0.224653959274292 0.7423228025436401 0.03302318975329399 
0.05275611951947212 0.6569744944572449 0.29026931524276733 
0.6871323585510254 0.3018282949924469 0.011039377190172672 
0.26385244727134705 0.7105010747909546 0.025646472349762917 
0.22650662064552307 0.6913044452667236 0.08218898624181747 
0.7148339152336121 0.27218684554100037 0.012979205697774887 
0.33153748512268066 0.6465350389480591 0.021927528083324432 
0.5775536298751831 0.40901002287864685 0.013436342589557171 
0.3735065758228302 0.5670895576477051 0.059403885155916214 
0.07129691541194916 0.6801609396934509 0.24854211509227753 
0.5249572992324829 0.4660908579826355 0.008951806463301182 
0.2962782382965088 0.4947832226753235 0.20893844962120056 
0.6964768171310425 0.2933076322078705 0.01021550502628088 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.0053237308748066425 0.6197075247764587 0.3749687075614929 
0.7192276120185852 0.270948201417923 0.009824138134717941 
0.034186676144599915 0.6048950552940369 0.3609183430671692 
0.5828084945678711 0.3992939889431 0.017897585406899452 
0.6071933507919312 0.3691358268260956 0.023670831695199013 
0.4459296464920044 0.5136966109275818 0.0403737798333168 
0.38711968064308167 0.5801773071289062 0.03270304948091507 
0.382642924785614 0.5865421295166016 0.03081492707133293 
0.3616216778755188 0.6070367693901062 0.03134160116314888 
0.4791809618473053 0.43865346908569336 0.08216559886932373 
0.9529785513877869 0.0444541871547699 0.002567221876233816 
0.4430549144744873 0.5238420367240906 0.03310305252671242 
0.25705409049987793 0.7115218639373779 0.03142402321100235 
0.021595656871795654 0.6508005261421204 0.32760384678840637 
0.5011964440345764 0.4743988811969757 0.02440466731786728 
0.2710105776786804 0.6746082901954651 0.0543811060488224 
0.850110650062561 0.13773727416992188 0.012152086943387985 
0.11071991920471191 0.8545243144035339 0.03475573658943176 
0.03635726869106293 0.48412972688674927 0.4795130491256714 
0.3616153299808502 0.614094614982605 0.02429007738828659 
