(QUERY): 'WOMEN' '04'
Negative Neutral Positive
0.41297614574432373 0.5684872269630432 0.018536608666181564 
0.5308452844619751 0.4320999085903168 0.0370548740029335 
0.010899328626692295 0.5280459523200989 0.4610547125339508 
0.7248578071594238 0.26123887300491333 0.013903295621275902 
0.07207579165697098 0.8766772150993347 0.051246948540210724 
0.2232675701379776 0.5776935815811157 0.19903889298439026 
0.8960144519805908 0.09983882308006287 0.004146682098507881 
0.0035726362839341164 0.2615339159965515 0.7348934412002563 
0.8698073029518127 0.12593190371990204 0.00426076166331768 
0.3346916139125824 0.6092813611030579 0.05602705478668213 
0.028797365725040436 0.3600127100944519 0.6111899018287659 
0.4363880455493927 0.5402333736419678 0.02337862178683281 
0.9349949359893799 0.062219616025686264 0.002785462187603116 
0.771475076675415 0.22136981785297394 0.007155126426368952 
0.522571861743927 0.4338306188583374 0.04359753802418709 
0.0013128736754879355 0.052431315183639526 0.9462558031082153 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.07118232548236847 0.8975945115089417 0.031223202124238014 
0.13177524507045746 0.8259144425392151 0.04231039062142372 
0.6648262739181519 0.31730473041534424 0.017868991941213608 
0.25895148515701294 0.5819011330604553 0.15914732217788696 
0.8491232395172119 0.14287468791007996 0.008002107962965965 
0.051930077373981476 0.9072306752204895 0.04083913564682007 
0.20036014914512634 0.5906194448471069 0.20902039110660553 
0.843786895275116 0.15041762590408325 0.0057954746298491955 
0.6191533803939819 0.36990615725517273 0.010940459556877613 
0.4824637174606323 0.48628732562065125 0.031248919665813446 
0.8098319172859192 0.1798343062400818 0.01033379789441824 
0.233549565076828 0.6786166429519653 0.08783382177352905 
0.8641200065612793 0.12665309011936188 0.009226958267390728 
0.6658976078033447 0.3117874264717102 0.02231493592262268 
0.18604151904582977 0.7803437113761902 0.03361477330327034 
0.27389323711395264 0.6957070231437683 0.030399739742279053 
0.007310471031814814 0.27809685468673706 0.714592695236206 
0.03918920084834099 0.719354510307312 0.2414562851190567 
0.865834653377533 0.1274469494819641 0.006718413904309273 
0.6596513986587524 0.33112913370132446 0.009219431318342686 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.2735665738582611 0.691657543182373 0.03477585315704346 
0.08478928357362747 0.8667807579040527 0.04842998459935188 
0.659269392490387 0.32975664734840393 0.0109739163890481 
0.046020638197660446 0.6882199645042419 0.2657594084739685 
0.005846040323376656 0.16914957761764526 0.8250043392181396 
0.7933717370033264 0.19806784391403198 0.008560503832995892 
0.004067680798470974 0.25007596611976624 0.7458564043045044 
0.5787694454193115 0.40377119183540344 0.01745935156941414 
0.19316358864307404 0.7316167950630188 0.07521963864564896 
0.0035726362839341164 0.2615339159965515 0.7348934412002563 
0.7381930947303772 0.25370556116104126 0.008101323619484901 
0.1291823536157608 0.674831211566925 0.19598646461963654 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.2847483158111572 0.6790470480918884 0.03620466962456703 
0.032325949519872665 0.8331924080848694 0.13448163866996765 
0.003040010342374444 0.41554608941078186 0.5814139246940613 
0.06266996264457703 0.7671154141426086 0.1702147126197815 
0.5915828943252563 0.3950488865375519 0.013368160463869572 
0.10870114713907242 0.8191553354263306 0.07214349508285522 
0.15945905447006226 0.7634806036949158 0.07706039398908615 
0.15871797502040863 0.7625916004180908 0.07869038730859756 
0.00871038343757391 0.8665145635604858 0.12477504462003708 
0.5296401977539062 0.45034992694854736 0.020009923726320267 
0.05589773505926132 0.8063075542449951 0.13779465854167938 
0.626987874507904 0.35193467140197754 0.02107749879360199 
0.8158683776855469 0.17677050828933716 0.0073610697872936726 
0.6511359810829163 0.3246575891971588 0.02420649304986 
0.008348910138010979 0.5834707617759705 0.4081803858280182 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.9080635905265808 0.08886061608791351 0.0030758485663682222 
0.1629471778869629 0.7275732755661011 0.10947953164577484 
0.0045647877268493176 0.1792565882205963 0.8161786198616028 
0.771428108215332 0.2186308205127716 0.009941033087670803 
0.17584970593452454 0.7585598826408386 0.06559040397405624 
0.7629938721656799 0.22345572710037231 0.01355044823139906 
0.06927415728569031 0.6266331672668457 0.3040926456451416 
0.0035726362839341164 0.2615339159965515 0.7348934412002563 
0.15668168663978577 0.7700151205062866 0.07330318540334702 
0.2605155110359192 0.5496448874473572 0.18983960151672363 
0.05801163241267204 0.5073887705802917 0.4345996379852295 
0.03176463022828102 0.909544825553894 0.05869060009717941 
0.6279569864273071 0.359825998544693 0.012217018753290176 
0.05227338895201683 0.6040372848510742 0.34368935227394104 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.922756552696228 0.07376689463853836 0.0034766397438943386 
0.0602775514125824 0.7623760104179382 0.17734642326831818 
0.0031801224686205387 0.2075686901807785 0.7892511487007141 
0.012399637140333652 0.4010567367076874 0.5865436792373657 
0.735161542892456 0.23927226662635803 0.025566114112734795 
0.7151155471801758 0.26651594042778015 0.01836845837533474 
0.8939550518989563 0.10206794738769531 0.0039769490249454975 
0.8602726459503174 0.13337242603302002 0.006354996468871832 
0.6757320165634155 0.29762622714042664 0.026641754433512688 
0.030548565089702606 0.4772196114063263 0.4922318458557129 
0.21849194169044495 0.6248949766159058 0.15661302208900452 
0.2543008625507355 0.7183541059494019 0.027345066890120506 
0.07962235063314438 0.8382803797721863 0.08209729939699173 
0.0847008153796196 0.8370609283447266 0.07823825627565384 
0.7956327795982361 0.1941763460636139 0.010190884582698345 
0.9122254252433777 0.08416902273893356 0.0036055222153663635 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.7630103826522827 0.22067411243915558 0.016315460205078125 
0.011115681380033493 0.40420886874198914 0.5846753716468811 
0.08854083716869354 0.7987004518508911 0.11275863647460938 
0.4091086685657501 0.429364949464798 0.1615263819694519 
0.5369394421577454 0.4408782422542572 0.02218228578567505 
0.6631214022636414 0.31905412673950195 0.017824392765760422 
0.026188604533672333 0.4456530809402466 0.5281583070755005 
0.07703004032373428 0.8309485912322998 0.0920213982462883 
0.08241811394691467 0.8038090467453003 0.11377286165952682 
0.35271209478378296 0.599172055721283 0.048115890473127365 
0.5223879218101501 0.4597664773464203 0.01784558966755867 
0.06323499977588654 0.8587961196899414 0.07796890288591385 
0.8401815891265869 0.14913901686668396 0.010679397732019424 
0.9043285846710205 0.09221942722797394 0.0034520465414971113 
0.0037089395336806774 0.2719708979129791 0.7243201732635498 
0.09244047850370407 0.8103737831115723 0.09718570113182068 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.5334854125976562 0.4481106996536255 0.018403885886073112 
0.003895203350111842 0.1506217122077942 0.8454830646514893 
0.8435187339782715 0.1488896757364273 0.007591668050736189 
0.004018477164208889 0.14937637746334076 0.846605122089386 
0.6529847979545593 0.3219089210033417 0.025106260553002357 
0.9258488416671753 0.07073213905096054 0.003419082146137953 
0.32155942916870117 0.6208809018135071 0.05755970999598503 
0.7815233469009399 0.213601753115654 0.0048749130219221115 
0.593453586101532 0.39199158549308777 0.014554843306541443 
0.3382736146450043 0.4851512610912323 0.17657513916492462 
0.10888006538152695 0.49960246682167053 0.39151743054389954 
0.08967527747154236 0.4794360399246216 0.43088865280151367 
0.13677367568016052 0.7955448627471924 0.0676814615726471 
0.3196130394935608 0.6109643578529358 0.06942259520292282 
0.007883807644248009 0.3183539807796478 0.6737622618675232 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.5487824082374573 0.4227761924266815 0.02844139002263546 
0.32919055223464966 0.6474964022636414 0.023313011974096298 
0.7626542448997498 0.2237115353345871 0.013634241186082363 
0.045379068702459335 0.7670714259147644 0.18754957616329193 
0.6913338899612427 0.28519967198371887 0.023466434329748154 
0.05572886019945145 0.8111575245857239 0.13311359286308289 
0.13450370728969574 0.825348436832428 0.040147848427295685 
0.06685850769281387 0.8857408761978149 0.04740056395530701 
0.699622392654419 0.288094699382782 0.012282988987863064 
0.0037089395336806774 0.2719708979129791 0.7243201732635498 
0.026559291407465935 0.6893298625946045 0.28411081433296204 
0.0017579173436388373 0.11354877054691315 0.8846933245658875 
0.0021569475065916777 0.056998759508132935 0.9408442974090576 
0.013362721540033817 0.6795346736907959 0.3071025609970093 
0.4332325756549835 0.529607355594635 0.03716004267334938 
0.5808045864105225 0.3976285755634308 0.021566864103078842 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
