(QUERY): 'AMERICAN-MUSLIM' '05'
Negative Neutral Positive
0.8603613972663879 0.13227078318595886 0.007367828395217657 
0.0031395473051816225 0.11235900968313217 0.8845014572143555 
0.6374297142028809 0.3414769470691681 0.021093346178531647 
0.08737235516309738 0.8726066946983337 0.040020979940891266 
0.8000935316085815 0.1910829395055771 0.008823485113680363 
0.588417649269104 0.4019487500190735 0.009633580222725868 
0.5057746767997742 0.4724331796169281 0.021792149171233177 
0.613487720489502 0.3668714463710785 0.01964084431529045 
0.1747289001941681 0.7871602773666382 0.038110751658678055 
0.4809482991695404 0.4725133776664734 0.0465383417904377 
0.36715802550315857 0.6195014119148254 0.013340570963919163 
0.6489903330802917 0.30985546112060547 0.0411541722714901 
0.00772107345983386 0.72169429063797 0.2705846130847931 
0.650776743888855 0.31689661741256714 0.0323265939950943 
0.001186808105558157 0.05021422728896141 0.9485989809036255 
0.7677983045578003 0.21381035447120667 0.018391350284218788 
0.9122001528739929 0.08429029583930969 0.0035095273051410913 
0.9430273175239563 0.05319404974579811 0.003778692102059722 
0.767484188079834 0.21813936531543732 0.014376480132341385 
0.8674706816673279 0.12307262420654297 0.00945670809596777 
0.3678469657897949 0.6006991267204285 0.03145386278629303 
0.05771779268980026 0.9095749855041504 0.03270721435546875 
0.44376426935195923 0.45982828736305237 0.09640740603208542 
0.8561548590660095 0.13827252388000488 0.005572606343775988 
0.5199695825576782 0.37358295917510986 0.10644742101430893 
0.7796670198440552 0.21070623397827148 0.009626802988350391 
0.8604642152786255 0.13463547825813293 0.004900308791548014 
0.05273435637354851 0.5238931179046631 0.4233724772930145 
0.03605357185006142 0.9087825417518616 0.05516385659575462 
0.9140113592147827 0.07985510677099228 0.006133479531854391 
0.8990688323974609 0.09376469254493713 0.00716653186827898 
0.8916575312614441 0.103203684091568 0.005138771142810583 
0.1398022621870041 0.8134489059448242 0.04674890637397766 
0.9331516623497009 0.0637916550040245 0.003056660294532776 
0.4505610466003418 0.48177286982536316 0.06766606867313385 
0.6829545497894287 0.3044874966144562 0.012557934038341045 
0.7641474604606628 0.21292240917682648 0.022930119186639786 
0.0970233902335167 0.6051704287528992 0.29780614376068115 
0.9352645874023438 0.06253454834222794 0.0022009077947586775 
0.6289180517196655 0.3424754738807678 0.028606494888663292 
0.17868484556674957 0.657315194606781 0.16399994492530823 
0.5292064547538757 0.4469141960144043 0.02387939766049385 
0.8514642715454102 0.1439388394355774 0.004596985876560211 
0.778548538684845 0.20324748754501343 0.018203958868980408 
0.2687646746635437 0.7158244848251343 0.015410873107612133 
