(QUERY): 'HIJAB' '08'
Negative Neutral Positive
0.004625986330211163 0.4174231290817261 0.5779508948326111 
0.004625986330211163 0.4174231290817261 0.5779508948326111 
0.016010530292987823 0.7671793699264526 0.21681003272533417 
0.42867472767829895 0.5212389230728149 0.05008632317185402 
0.12118884176015854 0.8316531181335449 0.04715796932578087 
0.21610906720161438 0.5375337600708008 0.24635721743106842 
0.015413545072078705 0.7938065528869629 0.19077986478805542 
0.014222241938114166 0.47055038809776306 0.5152273774147034 
0.018370745703577995 0.8826030492782593 0.0990261659026146 
0.9170975685119629 0.07813422381877899 0.004768171347677708 
0.14453208446502686 0.7845441699028015 0.07092384994029999 
0.009175573475658894 0.6374698281288147 0.3533546030521393 
0.014060549437999725 0.7638049721717834 0.2221345156431198 
0.012615719810128212 0.6552829146385193 0.332101434469223 
0.03532776981592178 0.8128219842910767 0.15185028314590454 
0.012743661180138588 0.7565931677818298 0.23066318035125732 
0.016808409243822098 0.6699333786964417 0.31325826048851013 
0.7285248041152954 0.2628118395805359 0.008663375861942768 
0.4946882724761963 0.42064395546913147 0.08466774225234985 
0.013926578685641289 0.8513817191123962 0.13469167053699493 
0.012385190464556217 0.755601704120636 0.23201310634613037 
0.10779926180839539 0.8357395529747009 0.05646112933754921 
0.014815608970820904 0.8202086091041565 0.16497577726840973 
0.014409035444259644 0.8522924780845642 0.13329839706420898 
0.01743183471262455 0.8231162428855896 0.1594519019126892 
0.014345111325383186 0.8474524617195129 0.1382024586200714 
0.5155643224716187 0.4605308175086975 0.023904893547296524 
0.001708679599687457 0.024464622139930725 0.9738266468048096 
0.001708679599687457 0.024464622139930725 0.9738266468048096 
0.5379725098609924 0.4016965925693512 0.06033090129494667 
0.016010530292987823 0.7671793699264526 0.21681003272533417 
0.019187690690159798 0.8412911295890808 0.13952110707759857 
0.0010792006505653262 0.03070126846432686 0.9682195782661438 
0.012859700247645378 0.7979023456573486 0.1892380267381668 
0.5110399723052979 0.45048201084136963 0.038478054106235504 
0.5406790375709534 0.41599932312965393 0.04332161322236061 
0.008448352105915546 0.5970101952552795 0.394541472196579 
0.14598660171031952 0.45435330271720886 0.39966005086898804 
0.016010530292987823 0.7671793699264526 0.21681003272533417 
0.014983994886279106 0.7440801858901978 0.24093590676784515 
0.0011904847342520952 0.04008318483829498 0.9587263464927673 
0.06847579032182693 0.8730636835098267 0.05846050754189491 
0.5930109024047852 0.37615475058555603 0.030834350734949112 
0.0034316983073949814 0.1421118974685669 0.8544564247131348 
0.007501991931349039 0.320487916469574 0.6720101237297058 
0.002372926566749811 0.1513216197490692 0.8463054299354553 
0.03733403980731964 0.4130837619304657 0.5495821833610535 
0.04740007594227791 0.8322325944900513 0.12036733329296112 
0.018818745389580727 0.5251710414886475 0.45601019263267517 
0.16647969186306 0.8105003237724304 0.023020021617412567 
0.005942982155829668 0.28169748187065125 0.7123595476150513 
0.6804616451263428 0.3097667694091797 0.009771584533154964 
0.03733403980731964 0.4130837619304657 0.5495821833610535 
0.938937783241272 0.058014947921037674 0.0030472816433757544 
0.9390943050384521 0.058055583387613297 0.0028500978369265795 
0.9140173196792603 0.08203152567148209 0.003951114136725664 
0.9045769572257996 0.0912037268280983 0.0042193555273115635 
0.08623389899730682 0.854110062122345 0.059656042605638504 
0.0019259414402768016 0.2491169571876526 0.748957097530365 
0.012959130108356476 0.5874203443527222 0.3996204733848572 
0.01317125465720892 0.7473212480545044 0.23950743675231934 
0.0041337935253977776 0.44159582257270813 0.554270327091217 
0.601290225982666 0.3773738145828247 0.021335933357477188 
0.3567221164703369 0.6010099053382874 0.042268019169569016 
0.45567557215690613 0.5070555210113525 0.03726888447999954 
0.5078943371772766 0.47603222727775574 0.016073428094387054 
0.4934709370136261 0.48951640725135803 0.017012720927596092 
0.5890100598335266 0.39248961210250854 0.018500344827771187 
0.8574193120002747 0.1322963386774063 0.010284400545060635 
0.01990208588540554 0.3133433759212494 0.6667545437812805 
0.5997217297554016 0.3782261312007904 0.022052137181162834 
0.8720078468322754 0.12198705971240997 0.006005207542330027 
0.0012908829376101494 0.053896464407444 0.9448126554489136 
0.004767002537846565 0.49953585863113403 0.49569714069366455 
0.003087930614128709 0.3150635063648224 0.6818485856056213 
0.5151850581169128 0.46396076679229736 0.020854203030467033 
0.6765709519386292 0.2983476519584656 0.025081392377614975 
0.5165486335754395 0.4426976144313812 0.04075374826788902 
0.016010530292987823 0.7671793699264526 0.21681003272533417 
0.013192344456911087 0.8490853905677795 0.1377222090959549 
0.7583554983139038 0.2283666431903839 0.013277821242809296 
0.08469541370868683 0.3884068727493286 0.526897668838501 
0.8560203313827515 0.1388067752122879 0.005172848701477051 
0.3089671730995178 0.5765003561973572 0.11453242599964142 
0.014911068603396416 0.7370263338088989 0.2480626404285431 
0.018796810880303383 0.7407777905464172 0.24042542278766632 
0.026921523734927177 0.8413966298103333 0.13168184459209442 
0.17874984443187714 0.7984341382980347 0.02281593158841133 
0.025976194068789482 0.8651004433631897 0.10892339050769806 
0.08930686861276627 0.5652147531509399 0.3454782962799072 
0.03271377459168434 0.7905408143997192 0.17674539983272552 
0.15668518841266632 0.6969303488731384 0.14638444781303406 
0.039574604481458664 0.8123496174812317 0.14807577431201935 
0.0014899774687364697 0.1694170981645584 0.8290929198265076 
0.0015233668964356184 0.02820579893887043 0.9702707529067993 
0.029469724744558334 0.6780470609664917 0.29248321056365967 
0.0052548972889781 0.29943516850471497 0.6953098773956299 
0.6213803291320801 0.3623579740524292 0.016261661425232887 
0.006514714565128088 0.4963850975036621 0.49710023403167725 
0.30219799280166626 0.6473451852798462 0.05045682564377785 
0.1085103452205658 0.6994904279708862 0.1919991672039032 
0.44636303186416626 0.49827712774276733 0.055359870195388794 
0.003367276629433036 0.19913837313652039 0.7974943518638611 
0.003006797283887863 0.18370673060417175 0.8132864236831665 
0.0013711280189454556 0.06676095724105835 0.9318679571151733 
0.016010530292987823 0.7671793699264526 0.21681003272533417 
0.008562212809920311 0.2792898118495941 0.7121479511260986 
0.19395005702972412 0.7044981718063354 0.10155171900987625 
0.028741873800754547 0.9196233153343201 0.05163486674427986 
0.029958220198750496 0.9256367683410645 0.04440510272979736 
0.0182021651417017 0.9451538324356079 0.03664407879114151 
0.01716119982302189 0.9383431673049927 0.044495590031147 
