(QUERY): 'WOMEN' '03'
Negative Neutral Positive
0.013679521158337593 0.4778912365436554 0.508429229259491 
0.0019168632570654154 0.054809197783470154 0.9432739615440369 
0.001210867310874164 0.03593505173921585 0.9628540873527527 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.6091996431350708 0.38039422035217285 0.010406088083982468 
0.3987230062484741 0.5505265593528748 0.050750527530908585 
0.22721755504608154 0.7153990864753723 0.05738333985209465 
0.8215981721878052 0.1682402640581131 0.01016147155314684 
0.8032889366149902 0.18803845345973969 0.00867261178791523 
0.0071939523331820965 0.38372641801834106 0.6090796589851379 
0.006363974884152412 0.10062525421380997 0.8930107355117798 
0.49646034836769104 0.4725825786590576 0.030957067385315895 
0.737809956073761 0.2523204982280731 0.009869523346424103 
0.8652738928794861 0.12746372818946838 0.007262412924319506 
0.1132277175784111 0.8080825805664062 0.07868973165750504 
0.6511270999908447 0.3305354416370392 0.018337441608309746 
0.6267872452735901 0.36177167296409607 0.011441078037023544 
0.02583014965057373 0.6305981874465942 0.34357163310050964 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.8856179714202881 0.1083207055926323 0.006061327178031206 
0.5674375295639038 0.41484034061431885 0.017722081393003464 
0.8555285334587097 0.13937565684318542 0.00509576266631484 
0.18021537363529205 0.7416610717773438 0.07812358438968658 
0.10721497237682343 0.7194764614105225 0.17330855131149292 
0.8684461712837219 0.12414797395467758 0.007405945099890232 
0.1276642233133316 0.8168154954910278 0.055520255118608475 
0.7763398289680481 0.21641016006469727 0.007250011432915926 
0.7876029014587402 0.20496903359889984 0.007428113836795092 
0.7509334087371826 0.23569054901599884 0.013375960290431976 
0.131979838013649 0.6947485208511353 0.17327168583869934 
0.6741180419921875 0.3115948736667633 0.014287113212049007 
0.785590410232544 0.2082407921552658 0.006168804131448269 
0.05325015261769295 0.5614414811134338 0.3853083550930023 
0.13938961923122406 0.8102955222129822 0.05031483620405197 
0.059306856244802475 0.8003658652305603 0.14032728970050812 
0.9023514986038208 0.09232772141695023 0.005320828408002853 
0.6554397344589233 0.3258941173553467 0.018666211515665054 
0.9162415266036987 0.07948602735996246 0.004272385034710169 
0.07915810495615005 0.5856331586837769 0.3352087438106537 
0.9366282224655151 0.060782987624406815 0.0025887892115861177 
0.8326013088226318 0.15701335668563843 0.010385321453213692 
0.1276349574327469 0.5251607894897461 0.34720420837402344 
