(QUERY): 'HIJAB' '07'
Negative Neutral Positive
0.057602714747190475 0.6997559070587158 0.242641419172287 
0.004629212897270918 0.07689560949802399 0.9184751510620117 
0.03263828903436661 0.2901989817619324 0.6771627068519592 
0.01965780183672905 0.4796857237815857 0.5006564855575562 
0.5050055384635925 0.4645209014415741 0.030473539605736732 
0.008263212628662586 0.6357161998748779 0.35602059960365295 
0.5857470035552979 0.39503350853919983 0.01921943388879299 
0.20680569112300873 0.7646988034248352 0.02849556691944599 
0.564242959022522 0.4089412987232208 0.026815732941031456 
0.7117685079574585 0.27172791957855225 0.01650364138185978 
0.7011451125144958 0.2890737056732178 0.009781252592802048 
0.6030141115188599 0.38549989461898804 0.011485978960990906 
0.7604159712791443 0.22941729426383972 0.010166730731725693 
0.03163628652691841 0.28706324100494385 0.6813005208969116 
0.17641235888004303 0.6843131184577942 0.139274463057518 
0.5484623908996582 0.42561453580856323 0.025923024863004684 
0.1629912555217743 0.7931140065193176 0.04389479383826256 
0.0700046494603157 0.8162127137184143 0.11378262937068939 
0.05785045400261879 0.8105281591415405 0.1316213756799698 
0.7000868916511536 0.2915525436401367 0.00836050882935524 
0.4503270983695984 0.5188961625099182 0.03077678009867668 
0.7482340335845947 0.24581652879714966 0.005949459504336119 
0.020680371671915054 0.13266824185848236 0.8466513752937317 
0.05680811032652855 0.8167079091072083 0.1264839619398117 
0.2337542623281479 0.6804500818252563 0.08579564839601517 
0.8219931125640869 0.1701350063085556 0.007871906273066998 
0.7318944931030273 0.2587365210056305 0.009369021281599998 
0.5515458583831787 0.43228867650032043 0.016165444627404213 
0.77457594871521 0.21721118688583374 0.008212929591536522 
0.0024850042536854744 0.11630775779485703 0.8812072277069092 
0.06994708627462387 0.8604124784469604 0.06964044272899628 
0.10013438016176224 0.8666718602180481 0.03319375962018967 
0.15099947154521942 0.7277297973632812 0.12127070128917694 
0.005115125328302383 0.0870218575000763 0.9078630208969116 
0.3338709771633148 0.6032023429870605 0.06292664259672165 
0.10013438016176224 0.8666718602180481 0.03319375962018967 
0.5735675692558289 0.4168868362903595 0.009545670822262764 
0.10013438016176224 0.8666718602180481 0.03319375962018967 
0.10013438016176224 0.8666718602180481 0.03319375962018967 
0.13853967189788818 0.830951988697052 0.03050833009183407 
0.13658015429973602 0.8162360191345215 0.04718378931283951 
0.8213547468185425 0.17115776240825653 0.007487368769943714 
0.6806598901748657 0.30618488788604736 0.01315525732934475 
0.9118760824203491 0.08487211912870407 0.0032517972867935896 
0.6492478847503662 0.34425246715545654 0.006499662064015865 
0.020680371671915054 0.13266824185848236 0.8466513752937317 
0.005089885089546442 0.4902060925960541 0.5047040581703186 
0.402980238199234 0.5798835158348083 0.017136190086603165 
0.9717051386833191 0.02613960951566696 0.0021552001126110554 
0.07614938169717789 0.8005530834197998 0.12329763919115067 
0.07614938169717789 0.8005530834197998 0.12329763919115067 
0.052854616194963455 0.7983709573745728 0.14877444505691528 
0.049137216061353683 0.7452478408813477 0.20561490952968597 
0.6519048810005188 0.33755001425743103 0.010545103810727596 
0.005080017726868391 0.20454135537147522 0.7903786301612854 
0.7707265615463257 0.215836763381958 0.013436652719974518 
0.3766932487487793 0.5954692363739014 0.027837496250867844 
0.20296262204647064 0.7265658378601074 0.07047148793935776 
0.01441409345716238 0.8309849500656128 0.15460097789764404 
0.0039070178754627705 0.15644147992134094 0.8396515250205994 
0.7479116320610046 0.2409241795539856 0.011164171621203423 
0.0028650618623942137 0.19379490613937378 0.8033400177955627 
0.009557156823575497 0.31328704953193665 0.6771557927131653 
0.04902161657810211 0.8797104954719543 0.07126780599355698 
0.59026700258255 0.366058886051178 0.04367407411336899 
0.5420457720756531 0.4050951898097992 0.05285905674099922 
0.5743259191513062 0.37911415100097656 0.0465599000453949 
0.5705501437187195 0.38008981943130493 0.0493599995970726 
0.5520932078361511 0.43467333912849426 0.013233459554612637 
0.4043232500553131 0.522854208946228 0.07282257080078125 
0.3173985779285431 0.6559491753578186 0.026652298867702484 
0.005043276119977236 0.08245991170406342 0.91249680519104 
0.8320478200912476 0.16009636223316193 0.007855778560042381 
0.08353099226951599 0.872423529624939 0.04404548928141594 
0.6270142793655396 0.35762709379196167 0.015358584932982922 
0.6823235750198364 0.2969975471496582 0.020678885281085968 
0.19397130608558655 0.7652039527893066 0.04082474857568741 
0.7861683964729309 0.20257572829723358 0.011255903169512749 
0.14170803129673004 0.8201417922973633 0.038150135427713394 
0.48077359795570374 0.4974820613861084 0.021744379773736 
0.2291557490825653 0.698981523513794 0.07186269015073776 
0.8460444211959839 0.1455489695072174 0.008406677283346653 
0.08968249708414078 0.8397697806358337 0.07054776698350906 
0.006394693627953529 0.6077696681022644 0.3858356475830078 
0.17073777318000793 0.7880841493606567 0.04117806255817413 
0.05272943899035454 0.8904337286949158 0.0568368136882782 
0.21475891768932343 0.7325459718704224 0.05269517004489899 
0.4961211085319519 0.4879450500011444 0.01593388430774212 
0.039010751992464066 0.13955703377723694 0.8214322328567505 
0.004456277936697006 0.07478775084018707 0.9207559823989868 
0.4589904546737671 0.524921715259552 0.016087815165519714 
0.3484547436237335 0.6229144334793091 0.028630802407860756 
0.7178908586502075 0.26256000995635986 0.019549155607819557 
0.3534838855266571 0.6083192825317383 0.03819679841399193 
0.00738993426784873 0.6125258803367615 0.38008421659469604 
0.36717912554740906 0.5459985136985779 0.08682232350111008 
0.8230973482131958 0.16561678051948547 0.011285814456641674 
0.4097561836242676 0.5706329345703125 0.019610906019806862 
0.9017887711524963 0.09432395547628403 0.003887263825163245 
0.023618675768375397 0.24127647280693054 0.7351048588752747 
0.9022952318191528 0.09393905848264694 0.003765758592635393 
0.27586591243743896 0.6928051710128784 0.031328946352005005 
0.5667906403541565 0.4161420464515686 0.017067372798919678 
0.6541351079940796 0.3386072516441345 0.007257665973156691 
0.5719192028045654 0.4106314480304718 0.017449337989091873 
0.06421861052513123 0.8865185379981995 0.049262840300798416 
0.21475891768932343 0.7325459718704224 0.05269517004489899 
0.6199705600738525 0.36081764101982117 0.01921180821955204 
