(QUERY): 'AMERICAN-MUSLIM' '08'
Negative Neutral Positive
0.18423724174499512 0.6321560740470886 0.18360669910907745 
0.016761012375354767 0.1323852837085724 0.8508537411689758 
0.951650083065033 0.04488704726099968 0.0034629006404429674 
0.8037954568862915 0.18644236028194427 0.009762250818312168 
0.11820672452449799 0.452411949634552 0.4293813407421112 
0.879643976688385 0.11141399294137955 0.008941969834268093 
0.045945875346660614 0.5063130855560303 0.4477411210536957 
0.4989079236984253 0.47730761766433716 0.023784417659044266 
0.5862693190574646 0.40291303396224976 0.01081769447773695 
0.36112865805625916 0.577090859413147 0.06178048253059387 
0.7293919324874878 0.24654757976531982 0.024060511961579323 
0.6342236399650574 0.35021156072616577 0.015564808622002602 
0.3217338025569916 0.6096032857894897 0.06866292655467987 
0.9365637898445129 0.059591587632894516 0.0038445335812866688 
0.15341727435588837 0.5769525766372681 0.26963010430336 
0.11888451874256134 0.8361596465110779 0.04495575651526451 
0.0016870909603312612 0.04064299911260605 0.9576699137687683 
0.750334620475769 0.23468764126300812 0.01497774850577116 
0.8371265530586243 0.15287794172763824 0.009995529428124428 
0.05421826243400574 0.7840392589569092 0.16174247860908508 
0.7633500695228577 0.22785323858261108 0.008796765469014645 
0.6070813536643982 0.3536835312843323 0.03923514857888222 
0.009722545742988586 0.6718435883522034 0.3184339106082916 
0.04298443719744682 0.9090585708618164 0.047956954687833786 
0.9434955716133118 0.052486665546894073 0.004017794970422983 
0.8810056447982788 0.11462830007076263 0.004366073291748762 
0.027280518785119057 0.8739210963249207 0.09879828244447708 
0.3088199496269226 0.6434529423713684 0.04772711172699928 
0.9142032265663147 0.08228190988302231 0.0035148763563483953 
0.7693867087364197 0.21522289514541626 0.015390411019325256 
0.9116817712783813 0.08469108492136002 0.0036271268036216497 
0.01679295115172863 0.34982866048812866 0.6333783864974976 
0.8357681035995483 0.15200203657150269 0.012229861691594124 
0.6315320730209351 0.3413267731666565 0.027141159400343895 
0.0008331071585416794 0.010771095752716064 0.9883958101272583 
0.037999968975782394 0.373855859041214 0.5881442427635193 
0.3613564670085907 0.600851833820343 0.03779168799519539 
0.23569108545780182 0.6933346390724182 0.07097431272268295 
0.6496304869651794 0.3378719687461853 0.012497546151280403 
0.8096019625663757 0.1836993545293808 0.006698752287775278 
0.6492998600006104 0.3180265724658966 0.03267357498407364 
0.40791055560112 0.5779309868812561 0.014158450067043304 
0.6992076635360718 0.29430949687957764 0.006482833530753851 
0.6809868812561035 0.29624128341674805 0.022771872580051422 
0.5330817103385925 0.4141562581062317 0.05276201665401459 
0.014431668445467949 0.8672239780426025 0.11834434419870377 
0.8012138605117798 0.19003811478614807 0.008748095482587814 
0.9631147384643555 0.03434479609131813 0.0025404810439795256 
0.000830705335829407 0.01606188714504242 0.9831074476242065 
0.09154973924160004 0.7251174449920654 0.18333280086517334 
0.4455362856388092 0.5377939343452454 0.01666981168091297 
0.2635270953178406 0.6262120604515076 0.11026079207658768 
0.6462244391441345 0.3321451246738434 0.021630391478538513 
0.8227317333221436 0.17165006697177887 0.005618129391223192 
0.0053715454414486885 0.14348264038562775 0.8511458039283752 
0.09668242186307907 0.41650328040122986 0.48681437969207764 
0.6187577843666077 0.36691340804100037 0.014328787103295326 
0.5021592974662781 0.47468021512031555 0.023160438984632492 
0.0013925624080002308 0.15459907054901123 0.8440083265304565 
0.456537127494812 0.4786415100097656 0.06482138484716415 
0.6610098481178284 0.32423973083496094 0.014750422909855843 
0.9592253565788269 0.038172926753759384 0.0026016433257609606 
0.8981137871742249 0.09700007736682892 0.004886145703494549 
0.8490859866142273 0.1429448127746582 0.007969193160533905 
0.8878045678138733 0.10690240561962128 0.0052929772064089775 
0.7744266986846924 0.21296696364879608 0.012606356292963028 
0.3093937635421753 0.5064328908920288 0.1841733455657959 
0.7628268599510193 0.22420622408390045 0.01296694204211235 
0.9126038551330566 0.08415362983942032 0.003242508741095662 
0.10861488431692123 0.6395033597946167 0.25188174843788147 
0.3255343437194824 0.6351577043533325 0.03930797800421715 
0.8592204451560974 0.13577677309513092 0.005002791527658701 
0.663555383682251 0.3050006926059723 0.03144389018416405 
0.1293114423751831 0.8376463055610657 0.033042266964912415 
0.8794506192207336 0.1128334179520607 0.007715969812124968 
0.20570425689220428 0.7211188673973083 0.07317685335874557 
0.6560471057891846 0.3271094262599945 0.016843393445014954 
0.07295197248458862 0.8477427959442139 0.07930532097816467 
0.5633718371391296 0.4005749821662903 0.03605325520038605 
0.9589018821716309 0.038811054080724716 0.0022869594395160675 
0.8830634951591492 0.10888663679361343 0.008049882017076015 
0.4759370684623718 0.5022395253181458 0.021823452785611153 
0.8517782092094421 0.14278145134449005 0.005440366920083761 
0.9663811922073364 0.03143639117479324 0.0021823232527822256 
0.8809614181518555 0.11311598122119904 0.005922668147832155 
0.4831424355506897 0.4856038987636566 0.031253598630428314 
0.8538840413093567 0.14023783802986145 0.005878166761249304 
0.6197729110717773 0.3580966591835022 0.022130463272333145 
0.01577526144683361 0.8205155730247498 0.16370920836925507 
0.8295600414276123 0.16135559976100922 0.009084384888410568 
0.2265016734600067 0.7180318832397461 0.0554664321243763 
0.8697383403778076 0.12563683092594147 0.0046248179860413074 
0.5962857604026794 0.37694117426872253 0.02677304670214653 
0.9690011143684387 0.028871968388557434 0.002126868814229965 
0.04242859035730362 0.534038245677948 0.423533171415329 
0.3026326894760132 0.6201947927474976 0.07717256247997284 
0.8711214065551758 0.12311927229166031 0.005759268067777157 
0.6527588367462158 0.33827346563339233 0.008967681787908077 
0.7133932709693909 0.26933643221855164 0.017270304262638092 
0.6869633793830872 0.29637953639030457 0.016657119616866112 
0.5928073525428772 0.39300569891929626 0.014186919666826725 
0.6486083269119263 0.33919742703437805 0.012194273062050343 
