(QUERY): 'AMERICAN-MUSLIM' '10'
Negative Neutral Positive
0.004774482920765877 0.11069086939096451 0.8845346570014954 
0.6919987797737122 0.3023453950881958 0.005655772052705288 
0.8725565075874329 0.12124074995517731 0.006202783901244402 
0.4387439787387848 0.5441619753837585 0.017094073817133904 
0.36145079135894775 0.5646910667419434 0.0738580971956253 
0.7393964529037476 0.2554554045200348 0.005148176569491625 
0.7121385931968689 0.27487578988075256 0.012985683977603912 
0.908255398273468 0.08341651409864426 0.008328136056661606 
0.6751419305801392 0.3098922669887543 0.014965794049203396 
0.4354107975959778 0.5394828915596008 0.02510630525648594 
0.6312769651412964 0.3113080561161041 0.0574149563908577 
0.9250043034553528 0.07172201573848724 0.003273617709055543 
0.0186450332403183 0.22550556063652039 0.7558494210243225 
0.8388317823410034 0.1560710072517395 0.005097188521176577 
0.9322537183761597 0.06468267738819122 0.0030636570882052183 
0.5539798736572266 0.4294481575489044 0.0165718924254179 
0.691387414932251 0.29072993993759155 0.01788259483873844 
0.9151387214660645 0.08161457628011703 0.003246668726205826 
0.7585135698318481 0.2338806688785553 0.0076057580299675465 
0.7610632181167603 0.23440159857273102 0.004535198677331209 
0.534018337726593 0.44579482078552246 0.02018691599369049 
0.7081146836280823 0.26626214385032654 0.025623109191656113 
0.000686009821947664 0.016362259164452553 0.9829517006874084 
0.5604110360145569 0.4015473425388336 0.0380416139960289 
0.8811819553375244 0.11175661534070969 0.007061411160975695 
0.7076345682144165 0.2767980396747589 0.015567419119179249 
0.026478860527276993 0.7221897840499878 0.25133129954338074 
0.8776525855064392 0.11910861730575562 0.0032387198880314827 
0.004001913126558065 0.13837234675884247 0.8576257228851318 
0.004180855583399534 0.14359307289123535 0.8522260785102844 
0.3091875910758972 0.6025086641311646 0.08830374479293823 
0.4858713150024414 0.4414216876029968 0.07270701974630356 
0.8722534775733948 0.12365332990884781 0.004093207884579897 
0.9464320540428162 0.05137073993682861 0.002197105437517166 
0.7567824721336365 0.23857007920742035 0.004647416528314352 
0.8973585963249207 0.09854381531476974 0.004097568336874247 
0.5887373089790344 0.39358988404273987 0.017672767862677574 
0.577526330947876 0.407546728849411 0.0149269700050354 
0.8542044758796692 0.1420959085226059 0.0036996928974986076 
0.3584092855453491 0.6174643635749817 0.024126363918185234 
0.8170973062515259 0.1764473021030426 0.006455357186496258 
0.266054630279541 0.7080156803131104 0.02592967264354229 
0.6226315498352051 0.36241593956947327 0.014952504076063633 
0.13860058784484863 0.7931493520736694 0.06825004518032074 
0.570324182510376 0.4176606237888336 0.012015198357403278 
0.9137600660324097 0.08348783105611801 0.0027521310839802027 
0.01059624645859003 0.08193002641201019 0.9074736833572388 
0.28768154978752136 0.5733447670936584 0.138973668217659 
0.20327851176261902 0.7506547570228577 0.046066764742136 
0.7204184532165527 0.26841941475868225 0.011162172071635723 
0.7363783717155457 0.25823646783828735 0.005385137163102627 
0.8469428420066833 0.1455223560333252 0.00753479078412056 
0.669277012348175 0.29411911964416504 0.03660387918353081 
0.008057388477027416 0.47398707270622253 0.5179555416107178 
0.23387661576271057 0.7359184622764587 0.03020494244992733 
0.7145491242408752 0.28010934591293335 0.005341487005352974 
0.782985270023346 0.20436787605285645 0.012646861374378204 
0.07242929935455322 0.3630039393901825 0.5645667314529419 
0.7720547318458557 0.21667200326919556 0.011273251846432686 
0.9008875489234924 0.09596674889326096 0.003145701950415969 
0.729306697845459 0.2655836343765259 0.005109685007482767 
0.6516596674919128 0.3262500464916229 0.02209027111530304 
0.056514233350753784 0.21032512187957764 0.733160674571991 
0.8247467279434204 0.1671866625547409 0.008066574111580849 
